표준코드,ticker,한글종목명,name,start_date,기초지수명,지수산출기관,기초자산분류
KR7447430000,447430,한국투자 ACE 차세대가치주액티브증권상장지수투자신탁(주식),ACE 차세대가치주액티브,2022/11/15,FnGuide 올라운드 가치주 지수,FnGuide,주식
KR7371870007,371870,한국투자 ACE 차이나항셍테크증권상장지수투자신탁(주식),ACE 차이나항셍테크,2020/12/16,Hang Seng TECH Index,HangSeng,주식
KR7385600002,385600,한국투자 ACE 친환경자동차밸류체인액티브증권상장지수투자신탁(주식),ACE 친환경자동차밸류체인액티브,2021/05/25,FnGuide 친환경 자동차 밸류체인 지수,FnGuide,주식
KR7354500001,354500,한국투자 ACE 코스닥150증권상장지수투자신탁(주식),ACE 코스닥150,2020/05/07,코스닥 150,KRX,주식
KR7251890000,251890,한국투자 ACE 코스닥증권상장지수투자신탁(주식-파생형)(합성),ACE 코스닥(합성),2016/09/06,코스닥,KRX,주식
KR7305050007,305050,한국투자 ACE 코스피증권상장지수투자신탁(주식),ACE 코스피,2018/10/05,코스피,KRX,주식
KR7261920003,261920,한국투자 ACE 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성),ACE 필리핀MSCI(합성),2016/12/28,MSCI Philippines IMI Index,MSCI,주식
KR7152100004,152100,한화 ARIRANG 200 증권상장지수투자신탁(주식),ARIRANG 200,2012/01/10,코스피 200,KRX,주식
KR7295820005,295820,한화 ARIRANG 200동일가중증권상장지수투자신탁(주식),ARIRANG 200동일가중,2018/05/11,코스피 200 동일가중지수,KRX,주식
KR7253150007,253150,한화 ARIRANG 200선물레버리지증권상장지수투자신탁(주식-파생형),ARIRANG 200선물레버리지,2016/09/29,코스피 200 선물지수,KRX,주식
KR7253160006,253160,한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형),ARIRANG 200선물인버스2X,2016/09/22,코스피 200 선물지수,KRX,주식
KR7447660002,447660,한화 ARIRANG Apple채권혼합Fn증권상장지수투자신탁(채권혼합),ARIRANG Apple채권혼합Fn,2022/11/29,FnGuide 애플채권혼합 지수,FnGuide,혼합자산
KR7395750003,395750,한화 ARIRANG ESG가치주액티브증권상장지수투자신탁(주식),ARIRANG ESG가치주액티브,2021/07/30,FnGuide 한화 ESG 가치 지수,FnGuide,주식
KR7395760002,395760,한화 ARIRANG ESG성장주액티브증권상장지수투자신탁(주식),ARIRANG ESG성장주액티브,2021/07/30,FnGuide 한화 ESG 성장 지수,FnGuide,주식
KR7278420005,278420,한화 ARIRANG ESG우수기업증권상장지수투자신탁(주식),ARIRANG ESG우수기업,2017/08/31,WISE ESG우수기업 지수,WiseFn,주식
KR7436180004,436180,한화 ARIRANG K-유니콘투자기업액티브증권상장지수투자신탁(주식),ARIRANG K-유니콘투자기업액티브,2022/07/13,FnGuide K-유니콘 투자기업 지수,FnGuide,주식
KR7227830007,227830,한화 ARIRANG KOSPI 증권상장지수투자신탁(주식),ARIRANG 코스피,2015/09/23,코스피,KRX,주식
KR7122090004,122090,한화 ARIRANG KOSPI50 증권 상장지수투자신탁[주식],ARIRANG 코스피50,2010/01/07,코스피 50,KRX,주식
KR7292750007,292750,한화 ARIRANG KRX300증권상장지수투자신탁(주식),ARIRANG KRX300,2018/03/26,KRX 300,KRX,주식
KR7309210003,309210,한화 ARIRANG KRX300헬스케어증권상장지수투자신탁(주식),ARIRANG KRX300헬스케어,2018/11/08,KRX300 헬스케어,KRX,주식
KR7333940005,333940,한화 ARIRANG KS로우볼가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS로우볼가중TR,2019/09/05,FnGuide KS 로우볼 가중 TR 지수,FnGuide,주식
KR7333950004,333950,한화 ARIRANG KS로우사이즈가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS로우사이즈가중TR,2019/09/05,FnGuide KS 로우사이즈 가중 TR 지수,FnGuide,주식
KR7333960003,333960,한화 ARIRANG KS모멘텀가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS모멘텀가중TR,2019/09/05,FnGuide KS 모멘텀 가중 TR 지수,FnGuide,주식
KR7333970002,333970,한화 ARIRANG KS밸류가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS밸류가중TR,2019/09/05,FnGuide KS 밸류 가중 TR 지수,FnGuide,주식
KR7333980001,333980,한화 ARIRANG KS퀄리티가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS퀄리티가중TR,2019/09/05,FnGuide KS 퀄리티 가중 TR 지수,FnGuide,주식
KR7429740004,429740,한화 ARIRANG K리츠Fn부동산상장지수투자신탁(재간접형),ARIRANG K리츠Fn,2022/05/24,FnGuide 리츠 지수,FnGuide,부동산
KR7449450006,449450,한화 ARIRANG K방산Fn증권상장지수투자신탁(주식),ARIRANG K방산Fn,2023/01/05,FnGuide K-방위산업 지수,FnGuide,주식
KR7269540001,269540,한화 ARIRANG S&P500증권상장지수투자신탁(주식-파생)(H),ARIRANG 미국S&P500(H),2017/05/16,S&P 500,S&P,주식
KR7269530002,269530,한화 ARIRANG S&P글로벌인프라 증권상장지수투자신탁(주식),ARIRANG S&P글로벌인프라,2017/05/16,S&P Global Infrastructure Index,S&P,주식
KR7433850005,433850,한화 ARIRANG TDF2030액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2030액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return),MorningStar,혼합자산
KR7433860004,433860,한화 ARIRANG TDF2040액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2040액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return),MorningStar,혼합자산
KR7433870003,433870,한화 ARIRANG TDF2050액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2050액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return),MorningStar,혼합자산
KR7433880002,433880,한화 ARIRANG TDF2060액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2060액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return),MorningStar,혼합자산
KR7251590006,251590,한화 ARIRANG 고배당저변동50증권상장지수투자신탁(주식),ARIRANG 고배당저변동50,2016/08/11,FnGuide 고배당저변동50 지수,FnGuide,주식
KR7161510003,161510,한화 ARIRANG 고배당주 증권상장지수투자신탁(주식),ARIRANG 고배당주,2012/08/29,FnGuide 배당주 지수,FnGuide,주식
KR7251600003,251600,한화 ARIRANG 고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형),ARIRANG 고배당주채권혼합,2016/08/11,FnGuide 고배당 채권혼합 지수,FnGuide,혼합자산
KR7289670002,289670,한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형),ARIRANG 국채선물10년,2018/02/07,10년국채선물지수,KRX,채권
KR7298340001,298340,한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형),ARIRANG 국채선물3년,2018/06/08,국채선물지수,KRX,채권
KR7442580007,442580,한화 ARIRANG 글로벌D램반도체iSelect증권상장지수투자신탁(주식),ARIRANG 글로벌D램반도체iSelect,2022/09/22,iSelect 글로벌DRAM반도체지수,NH투자증권,주식
KR7419650007,419650,한화 ARIRANG 글로벌수소&차세대연료전지MV증권상장지수투자신탁(주식),ARIRANG 글로벌수소&차세대연료전지MV,2022/02/15,BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격),MVIS,주식
KR7438210007,438210,한화 ARIRANG 글로벌인공지능산업MV증권상장지수투자신탁(주식),ARIRANG 글로벌인공지능산업MV,2022/08/17,BlueStar Artificial Intelligence Index(시장가격),MVIS,주식
KR7415920008,415920,한화 ARIRANG 글로벌희토류전략자원기업MV증권상장지수투자신탁(주식),ARIRANG 글로벌희토류전략자원기업MV,2022/01/18,MVIS Global Rare Earth/Strategic Metals Index (Price Return),MVIS,주식
KR7278620000,278620,한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권),ARIRANG 단기채권액티브,2017/09/26,"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",한국자산평가(KAP),채권
KR7429760002,429760,한화 ARIRANG 미국S&P500 증권상장지수투자신탁(주식),ARIRANG 미국S&P500,2022/05/31,S&P 500,S&P,주식
KR7287180004,287180,한화 ARIRANG 미국나스닥테크증권상장지수투자신탁(주식),ARIRANG 미국나스닥테크,2017/12/13,NASDAQ 100 Technology Sector Index,NASDAQ,주식
KR7332610005,332610,한화 ARIRANG 미국단기우량회사채증권상장지수투자신탁(채권),ARIRANG 미국단기우량회사채,2019/08/20,ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),"ICE Data Indices, LLC",채권
KR7426410007,426410,한화 ARIRANG 미국대체투자Top10MV 증권상장지수투자신탁(주식),ARIRANG 미국대체투자Top10MV,2022/05/11,BlueStar Top 10 US Listed Alternative Asset Managers Index (시장가격),MVIS,주식
KR7332620004,332620,한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권),ARIRANG 미국장기우량회사채,2019/08/20,ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),"ICE Data Indices, LLC",채권
KR7238670004,238670,한화 ARIRANG 스마트베타Quality채권혼합증권상장지수투자신탁(채권혼합-파생형),ARIRANG 스마트베타Quality채권혼합,2016/02/24,WISE-KAP 스마트베타 Quality 채권혼합지수,WiseFn,혼합자산
KR7373530005,373530,한화 ARIRANG 신흥국MSCI인버스증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 신흥국MSCI인버스(합성 H),2020/12/16,MSCI EM Index,MSCI,주식
KR7256450008,256450,한화 ARIRANG 심천차이넥스트증권상장지수투자신탁(주식-파생형)(합성),ARIRANG 심천차이넥스트(합성),2016/11/08,SZSE ChiNext Price Index,SSI(Shenzhen Securities Information Co Ltd),주식
KR7239660004,239660,한화 ARIRANG 우량회사채50증권상장지수투자신탁(채권),ARIRANG 우량회사채50 1년,2016/03/22,KOBI HALF CREDIT Index(총수익),KIS 채권평가,채권
KR7421320003,421320,한화 ARIRANG 우주항공&UAM iSelect증권상장지수투자신탁(주식),ARIRANG 우주항공&UAM iSelect,2022/03/29,iSelect 우주항공UAM 지수,NH투자증권,주식
KR7451000004,451000,한화 ARIRANG 종합채권(AA-이상)액티브증권상장지수투자신탁(채권),ARIRANG 종합채권(AA-이상)액티브,2023/01/10,"KAP 종합채권지수(AA-이상, 총수익)",한국자산평가(KAP),채권
KR7280920000,280920,한화 ARIRANG 주도업종증권상장지수투자신탁[주식],ARIRANG 주도업종,2017/10/17,FnGuide 주도업종 지수,FnGuide,주식
KR7266550003,266550,한화 ARIRANG 중형주저변동50증권상장지수투자신탁[주식],ARIRANG 중형주저변동50,2017/03/28,FnGuide 중형주저변동50지수,FnGuide,주식
KR7301410007,301410,한화 ARIRANG 코스닥150선물인버스증권상장지수투자신탁(주식-파생형),ARIRANG 코스닥150선물인버스,2018/07/11,F-코스닥150 지수,KRX,주식
KR7301400008,301400,한화 ARIRANG 코스닥150증권상장지수투자신탁(주식),ARIRANG 코스닥150,2018/07/05,코스닥 150,KRX,주식
KR7328370002,328370,한화 ARIRANG 코스피TotalReturn증권상장지수투자신탁(주식),ARIRANG 코스피TR,2019/06/25,코스피 TR,KRX,주식
KR7301440004,301440,한화 ARIRANG 코스피중형주증권상장지수투자신탁(주식),ARIRANG 코스피중형주,2018/07/05,코스피 중형주,KRX,주식
KR7376250007,376250,한화 ARIRANG 탄소효율그린뉴딜증권상장지수투자신탁(주식),ARIRANG 탄소효율그린뉴딜,2021/02/05,KRX/S&P 탄소효율 그린뉴딜지수,KRX,주식
KR7213630007,213630,한화ARIRANG DJ US Select Dividend 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 미국다우존스고배당주(합성 H),2015/01/26,Dow Jones U.S Select Dividend Index(시장가격지수),S&P,주식
KR7189400005,189400,한화ARIRANG MSCI AC World 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 글로벌MSCI(합성 H),2013/12/10,MSCI ACWI Index,MSCI,주식
KR7195970009,195970,한화ARIRANG MSCI EAFE 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 선진국MSCI(합성 H),2014/05/13,MSCI EAFE Index,MSCI,주식
KR7195980008,195980,한화ARIRANG MSCI Emerging Markets 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 신흥국MSCI(합성 H),2014/05/13,MSCI EM Index,MSCI,주식
KR7433250008,433250,현대 UNICORN R&D 액티브증권상장지수투자신탁(주식),UNICORN R&D 액티브,2022/07/06,코스피 200,KRX,주식
KR7215620006,215620,흥국 HK S&P로우볼증권상장지수투자신탁(주식),HK S&P코리아로우볼,2015/03/25,S&P Korea 저변동성 지수,S&P,주식
KR7391670007,391670,흥국 HK 베스트일레븐액티브증권상장지수투자신탁(주식),HK 베스트일레븐액티브,2021/07/06,코스피 200,KRX,주식
KR7391680006,391680,흥국 HK 하이볼액티브증권상장지수투자신탁(주식),HK 하이볼액티브,2021/07/06,코스피 200,KRX,주식
